scheda;word
FOTOGR-II-2593;renzo|pressi|pineta|sporéz|pùster|sfondo|fontana|della|all'età|sullo|mottes
FOTOGR-II-2594;(nanéla|piglialepre|gemma|abitazione|tonidandel|centro|piazza|romana|destra|sullo|sfondo|prima|mottes|sulla|sinistra
FOTOGR-II-2595;sconosciuta|parrocchiale|sullo|sfondo|sconosciuto|persone|crocifisso|altre|mottes|destra|costantina|pilati|capitello|nicolò|profilo|sinistra|chiesa|angelo|tullia|sconosciute|sulla|verso
FOTOGR-II-2596;località|trattore|monte|lungo|faussior|sullo|damiano|chiesa|sfondo|palazzo|perlot|spaur|parte|livio
FOTOGR-II-2625;della|gruppo|maestra|paganella|scolari
FOTOGR-II-2626;romana|sporéz|alcune|valentin|figlio|piazza|sulla|sullo|sinistra|valentino|sfondo|mottes|bruno.
FOTOGR-II-2630;trento|l'ospedale|chirurgia|presso|mottes|l'ambulatorio|chiara|scrivania|santa|infermiere|enrico
FOTOGR-II-2632;enrico|francescano|tn|vestizione|mottes|convento|frati|sulla|marino|agostini|destra|mamma|francescani|genitori|mercede|frate|sporéz|giorno|sporéz|presso|della|ambientazione|villazzano|sinistra
FOTOGR-II-2635;mottes|asilòt|enrico|ricordo
FOTOGR-II-2636;sulla|confina|forestale|sconosciuto|vicino|moglie|bambino|seduti|sinstra|strada|valentino|mottes|montagna|prato|tonidandel
FOTOGR-II-2637;(sporéz|mottes|valentino|ale).-
FOTOGR-II-2639;bretelle|vestitino|sporéz|mottes|tirolese.1953|sporéz|bambino|enrico
FOTOGR-II-2640;della|mottes|clementel|romeri|alcuni|davanti|cornelia|balcone|marino|famiglia|5/9/1902|sporéz|+20/07/1996|fiori.-
FOTOGR-II-2641;divisa|servizio|mottes|enrico|durante|militare|sporéz)
FOTOGR-II-2643;navata|sporéz|invitati|della|sposo|chiesa|sinistra|seguito|destra|sposa|sulla|nella|parrocchiale|mottes|valentina|matrimonio|fabio
FOTOGR-II-2646;civili|sullo|montagne.1943|marino|causa|militare|sporéz|vipiteno|abiti|mottes|sfondo
FOTOGR-II-2648;(sporéz),ester|mottes|mottes|spalle|giuseppina|agostini|sporéz|ale|destra|fronza|mario|mercede|valentino|gasperetti|cesare|sconosciuto|mottes|pallanch|seduto
FOTOGR-II-2652;paganella.scolaresche|chiesa|destra|sinistra|mercede|maestro|maestro|rossi|prima|sfondo|primo|destra|escluso|parrocchiale|terza|fila|della|agostini|tempo|degli|fascista|moda|sullo|vestito|luigi|n.1921.
FOTOGR-II-2653;nipoti|dietro|valentina|mottes|sinistra|valentino|brust|giorgio|crispino|tomé|prima|brust|vigilio|sporéz|renzo|mottes|tonidandel|sergio|plona|fila|arduina|enrico|tonidadel|-1954.
FOTOGR-II-2656;piazza|mercede|romana|agostini|figlia|valentina|sullo|braccio|mottes|sfondo|alcune|mottes
FOTOGR-II-2657;sullo|banco|mottes|sporéza|geografica|seconda|scuola|sfondo|classe|cartina|seduta
FOTOGR-II-2658;sullo|valentino|badile|sfondo|paganella.valentino|catasta|legna|davanti|ignazio|legna|mottes|sporéz|piccola
FOTOGR-II-2659;mottes|sporéz|bambino|staccionata|sfondo|fiorenzo|romana|sullo|casa|piazza|tiene
FOTOGR-II-2660;ginocchia|anna|seduta|destra|pendici|sinistra|sulle|sulla|staccionata|enrico|figlia|sullo|sfondo|mercede|agostini|valentina|fausiòr|mottes|monte|figlio
FOTOGR-II-2661;trento|agostini|sulla|mottes|mercede|nello|sporéz|sinistra|marino|fotografico|destra|studio
FOTOGR-II-2662;(nanéla|sulla|sinistra|gemma|destra|prima|romana|clementel|romeri|sullo|mottes|piglialepre|piazza|cornelia|sfondo|centro|tonidandel
FOTOGR-II-2673;luigi|tasca|rossi|bambina|degli|della|prima|destra|rossi|scuro|sinistra|piedi|sulla|tessadri|maria|vestito|gruppo|giuseppe|seduta|romeri|scolaresche|scolari|dietro
FOTOGR-II-2674;nell'ultima|quarto|bambino|giuseppe|sinistra|rossi.scolaresche|destra|prima|basso|primo|tessadri|luigi
FOTOGR-II-2675;sinistra|perlot|cameriera|'norio|spade|tessadri|germano|ristorante|giuseppe|tavolo|caldonazzo.-
FOTOGR-II-2678;1913..|classe|-coscritti
FOTOGR-II-2679;-coscritti|1914...|classe
FOTOGR-II-2684;giulio|degli|bambini|destra|clauser.
FOTOGR-II-2685;negli|s.m|vedono|paese|d'uccello|cortalta|campagna|circostante.fai|frazioni|visione|villa
FOTOGR-II-2704;all'asilo|mancinelli|giochi|rossana|paganella|della|alcuni
FOTOGR-II-2707;teresa|genealogico|pallanch|mottes|arrigo|albero|famiglia|piccolo|della
FOTOGR-II-2708;villeggiatura|liberty|seguito|luogo|chiusura|ospitò|redenta|trento|pagina|articolo|dall'hotel|vittorio|ammirare|progetti|giornale|dell'hotel|emanuele|storia|scansione|sosta|passato|inerente|dolomiti|glorioso|dell'attività|passaggio|ristrutturazione|cenno|gioiello|proprietà.quel|brenta
FOTOGR-II-2709;franzesi|pagina|scansione|napoleone|fotografie.alla|cross|soldati|senza|croce|sentirsi|giornale|francesi|manara
FOTOGR-II-2713;'20..|-anni
FOTOGR-II-2727;armani|padre|claudio|riconoscere|chirichetto|1917-1964),
FOTOGR-II-2753;-....
FOTOGR-II-2754;bicchieri|detto|mario|perlot|germano|seduti|dionigio|agostini|tavolo|rossi|quattro|daniele|pallanch|anche|perlot|rosso|caraffa|sinistra|'norio)
FOTOGR-II-2756;clauser|giulio|bambini|destra|degli
FOTOGR-II-2757;tavolo|giuseppe|sinistra|tessadri|cameriera|germano|ristorante|caldonazzo|'norio|perlot|spade
FOTOGR-II-2759;composta|montagne|scorcio|seconda|panorama|veduta|dell'adige|paese.saluti|paese|fausior|prima|monte|panorama|funivia|villa|cabina|fai-dosso|chiesa|della|altrettante|valle|paganella|riporta|parrocchiale|cartolina|pendici|sullo|larici|piccolo|intercalate|immagini|fausior|immagine|funivia|brenta|sfondo|albergo|fiori|dell'hotel|paganella|terza
FOTOGR-II-2760;italia|centrale|della|chiesa|l'albergo|unita|parrocchiale|piazza|veduta
FOTOGR-II-2761;montagne|della|nord-est|funivia|pendici|larici|sfondo|fausior|fai-dosso|sullo|cabina|paganella|paese|monte|paese
FOTOGR-II-2764;fianco|giuseppe|pendici|destra|sulla|sullo|sfondo|tonidandel|tonidandel|enrica|sinistra|fausior|elena|monte|seduto|pineta|piglialepre
FOTOGR-II-2765;-....-
FOTOGR-II-2770;1974|pallanch|negritella|dell'hotel|clementel|luglio|sulla|11/09/1912|terrazza|livio|22/03/1922)
FOTOGR-II-2771;romeri|antonella|clementel|mariapia|dietro|sinistra|mentre|1955|davanti|perlot|mottes|bruna|wilma|zorzi|comunione|classe|prima|graziella|nella|piglialepre|perlot|valeria|giuliana|pallanch|riconoscono|luisa|raffaella
FOTOGR-II-2772;(11/09/1912|postale|roma|livio|rappresentante|cartolina|artigliere|clementel
FOTOGR-II-2773;1943|cavallo|livio|clementel|sicilia
FOTOGR-II-2792;mottes|italo|accovacciati|agostini|endrizzi|guido|piedi|zorzi|tomé|sinistra|torta|piglialepre|sergio|ferdinando|armando|perlot|monec|livio|margherita|basso
FOTOGR-II-2793;carro|l'asino|marito|cesarina|seduta|villeggiante|mottes|piano|adolfo|traino|agostini|ragazzo|primo|carro|tiene
FOTOGR-II-2794;fiorenzo|primo|agostini|destra|spaur|vittoria|mottes|famiglia|sinistra|fontana|destra|cesare|marina|roberto|pallanch|palazzo|adolfo|renato|cinta|adolfo|marino|pietra|cesare|alcuni|parenti|cesarina
FOTOGR-II-2797;lombo|silvio|cornon|mario|s-ciarpèla|sinistra|pallanch|romeri|oromìn|mottes|giuseppe|classe|marco|romeri|patàl|davanti|endrizzi|1922|riconosciuto|eugenio|casi|dietro|marino|barèla|barèla|-coscritti|delio
FOTOGR-II-2798;sullo|destra|edrizzi|nicolò|gina|centro|cesarina|mottes|chiesa|endrizzi|sfondo
FOTOGR-II-2800;cesare|davanti|braccio|bambino|casa|mottes|infante|figli|pallanch|portone|fiorenzo|vittoria
FOTOGR-II-2801;portaoggetti|legno|paesaggio|studio|signora|fotografico|fotografia|sfondo|fianco|fiori|ricordo|sullo
FOTOGR-II-2802\;sfondo|sullo|cinta|mottes|figlia|piazza|agostini|trentina|della|cesarina|bruna|infante|stessa.-
FOTOGR-II-2804;lei|aperto|agostini|bruna|libro|scuola|davanti|banco|patàl)
FOTOGR-II-2819;l'asilo|dell'edificio|agostini|sullo|legno|pierguido|usata|ospitava|pallanch|parete|alberi|fiorenzo|tonidandel|scuola|alcune|mottes|sfondo|nicola|bepìn|dietro|perlot|vigili|sporéz|renato|brùst|sinistra|davanti|anraldo|patàl|corrado|claudio|plòna|lombo|battistoni|walter|romeri|zòti|corpo|palànci|giardino|giampaolo|ambientazione|esercitazioni|fuoco.scolari.
FOTOGR-II-2821;-....
FOTOGR-II-2822;agostini|riconosce|bruna|patàl.
FOTOGR-II-2833;libro
FOTOGR-II-2859;batteria|pezzo|regg|artiglieria
FOTOGR-II-2863;agostini|probabilmente|destra
FOTOGR-II-2866;(1926|-bice|solàndra|agostini
FOTOGR-II-2869;-....
FOTOGR-II-2872;malga|ancora|pineta|dalla|all'imbocco|settembre|ritorno|mucche|alcune|ambientazione|asfaltata.
FOTOGR-II-2873;paganella|chiesa|alcune|l'hotel|damiano|strada|fondo
FOTOGR-II-2878;fiecòt|-marco|perlot
FOTOGR-II-2880;nella|marco|perlot|vitello|stalla
FOTOGR-II-2882;degli|-scolaresche
FOTOGR-II-2883;degli|-scolaresche
FOTOGR-II-2896;tonidandel|maestra|30/07/1890|tino|17/03/1981.-
FOTOGR-II-2898;davanti|marcella|iginio|centro|marianèla|iginio|paterna|padre|tonidandel|dietro|matrimoni|alcuni|sposa.1965|invitati|destra|braccio|patrizio|bambino|della|pépi|paolo
FOTOGR-II-2899;tonidandel|recita|fai|hotel|patrizio|della|ambientazione|matrimonio|compaiono|giovanna|invitati|poesia|alcuni
FOTOGR-II-2907;bruno|corrado|simóni|sinistra|tonidandel|rodolfo|mario|mottes|pallanch|pépi)e
FOTOGR-II-2910;località|rociamàia|-strada|santèl|andalo|passo
FOTOGR-II-2911;paganella|fausior|della|veduta|monte
FOTOGR-II-2912;tonidandel|2002|morto|rodolfo
FOTOGR-II-2915;capelli|renato|skilift|ambientazione|pista|dello|destra|fabrizio|tonidandel|mottes|mottes|patrizio.
FOTOGR-II-2920;sulla|severino|zon|vittorio|carlon|sinistra|destra|mottes
FOTOGR-II-2921;maria|bambino|invitati|alcuni|seduti|fiori|dietro|recita|ambientazione|fai|sonetti|sposi|patrizio|tonidandel|mazzo|pranzo|mamma|dell'hotel
FOTOGR-II-2922;sfondo|chiesa|turo|pòz|località|sullo|damiano|arturo|tonidandel
FOTOGR-II-2923;iginio|tonidandel|sfondo|pineta|sullo|paganella|marianèla|della|mucche
FOTOGR-II-2924;nessuno|valentino|gioacchino|ritratto|sfondo|tonidandel.
FOTOGR-II-2926;bambini|esterna|corsi|piscina|frequentavano|tennis|panorama|albergo|estivi|campi
FOTOGR-II-2927;indicante|funivia|-tratteggio|della|fai-dosso|larici|tracciato
FOTOGR-II-2934;sfondo|senza|tonidandel|francesca
FOTOGR-II-2936;1913|della|-coscritti|classe
FOTOGR-II-2948;-fai|consiglio|comunale|d'italia
FOTOGR-II-2951;verso|della|frazione|sullo|ovest|monte|paganella|veduta|chiesa|villa|montagne|prati|palazzo|nicolò|sfondo|faussior|paese.fai|s.l.m|spaur.
FOTOGR-II-2965;monte|faussior.hotel|della|brenta|dolomiti|pineta|sullo|sfondo|hotel|paganella|pendici
FOTOGR-II-2967;sciatori|abetaie|immerso|passo|santèl|turisti|frequentato|l'albergo|santellina,
FOTOGR-II-2977;-villa|sole|maria|albergo|claudia
FOTOGR-II-2983;celva|calisio|marzola
FOTOGR-II-2985;sfondo|brenta|santellina|campo|sportivo|sullo|dell'hotel|dolomiti|veduta
FOTOGR-II-2987;francobollo|paganella|veduta|sfondo|della|italia|monte|pendici|i.p.z.s|ovest|dolomiti|francobollo|trentino|brenta.sul|sullo|verso|margine|faussior|1982|paganella|delle|montagne
FOTOGR-II-2989;della|panorama|paganella
FOTOGR-II-2993;loco|motivo|della|paganella
FOTOGR-II-2998;libera|villa|santellina.210.58|chiesa|fai-958|centro|piano|primo|l'albergo|sulla|destra|trentino|elvezia|genzianella|santellina|santa|sinistra|cancello
FOTOGR-II-2999;monte|-vista|villa|sulla|faussiór|frazione
FOTOGR-II-3000;rocco|piazza|della|faussior|monte|paganella|sfondo|sullo|l'estremità|vista|chiesa|rocco|pendici
FOTOGR-II-3001;all'aperto|santellina|esterna|trentino|tavolini|210.142|veduta|paganella|fuori|dell'albergo|della
FOTOGR-II-3003;centro|cartolina|santel|libera|passo|chiesetta|gruppo|innevato|dolomiti|l'albergo|sullo|della|appeso|brenta|illuminazione|sulla|santellina|santel|alcuni|pubblicitario|meridionali|sinistra|cartello|sfondo|turisti|santa
FOTOGR-II-3005;alcune|monte|caduti|monumento|sfondo|faussior|sullo
FOTOGR-II-3008;m.2150|celva|calisio|chegul|m.1735|m.999|marzola|vigolana
FOTOGR-II-3010;sulla|villa|sullo|sinistra|primo|pendici|cortàlta|sfondo|veduta|paganella|della|paganella|piano|paese
FOTOGR-II-3011;argentario|persone|filadonna|guardano|sulla|becco|trento|verso|della|delle|zambana-fai|alcune|indicate|sedute|arrivo|pizzo|frecce|panorama|sfondo|dalla|panorama|funivia|tavolini|stazione|chegul|panchina|terrazza|relativi.c|cartolina|valle|vezzena|dell'adige|marzola|destra|manderiolo|sullo|mentre
FOTOGR-II-3012;degli|quella|cammina|piano|primo|sull'attuale|persona|sullo|ville|alpini|sfondo|missionari|riconosce|comboniani|valle|cartolina|centro|della|oltre|veduta|dell'adige.-
FOTOGR-II-3013;monte|della|sullo|primo|fai-dosso|sinistra|bordo|persone|valle|cabina|paganella|larici|funivia|verso|margine|paese|piano|sfondo|faussior|dell'adige
FOTOGR-II-3015;intermedia|meritz|della|funivia|larici|stazione|fai-dosso|cabina|dalla|vista
FOTOGR-II-3016;chiesa|santa|bambini|santel|alcuni|libera|fronte|bambine|bambini)
FOTOGR-II-3017;sfondo|piano|destra|alpini|della|delle|miravalle|battisti|scorgono|l'albergo|ultimo|alcune|sulla|comboniani|monte|brenta|missionari|parte|degli|sullo|lontananza|dell'edificio|risorgimento|paganella|ville|cesare|faussiór|santèl|pendici|sinistra|comprese|dolomiti
FOTOGR-II-3019;paese|riconoscono|della|genzianella|sovrastata|glorietto|santa|veduta|santel|ombrosa|chiesetta|passo|destra|alpina|sinistra|colonia|dell'alzabandiera|paganella|dalla|faussior|pendici|sulla|rolando|balilla|montagne|parte|quali|paganella|coperto|ville|libera|monte|dalle|cembran|villa|alcune|sfondo|collinetta|accanto|sullo
FOTOGR-II-3026;claudio|monumento|1957|sullo|prossimità|agostini|1955|caduti|tonidandel|slittino|paolo
FOTOGR-II-3027;tonidandel|perlot|davanti|paolo|prima|possono|arnaldo|riconoscere|classe|1957|comunione
FOTOGR-II-3028;maestra|prima|clementel|1964|riconoscono|dietro|italo|comunione|reich
FOTOGR-II-3029;sinistra|weber|antonia|mottes|agostini|lucia|endrizzi|fulvio|prima|sergio|mottes|comunione|luigi|dietro|guidetti|gabriele|1970|gianni|mezzo|1964|pallanch|diego|paolo|tonidandel|marcelo|anita|maria|davanti|maestra|tonidandel|mattarelli|emanuela|alessandro|faccenda|dolores|luchi|classe
FOTOGR-II-3030;canonica|sfondo|clementel|sullo|italo|spuntino|gustavo|nella|maestro|riconoscono|reich|della|comunione|prima
FOTOGR-II-3031;giampaolo|scuola|patàl|l'asilo|parete|sporéz|alberi|claudio|alcune|lombo|corrado|dietro|perlot|palànci|davanti|battistoni|vigili|pierguido|tonidandel|renato|ambientazione|anraldo|giardino|esercitazioni|sfondo|sullo|pallanch|fiorenzo|bepìn|plòna|agostini|romeri|sinistra|fuoco.scolari|dell'edificio|nicola|legno|zòti|corpo|brùst|walter|usata|mottes|ospitava
FOTOGR-II-3032;romana|eucherio|piazza|sinistra|1975|tonidandel|fratello|alcune|brùst|laives|sullo|sfondo|angelo|anselmo
FOTOGR-II-3033;fotografia|ricordo|busto|tonidandel|neutro|alpino|divisa|studio|sfondo|fotografico|valentino|mezzo
FOTOGR-II-3034;valentino|giorno|dietro|parrocchiale|n.1957|nicolino|vespa|1960|sagra|+1976|figlio|della|brùst|parcheggiate|unita|tonidandel|alcune|persone|sullo|sfondo|italia|macchine|n.1917|chiesa|bottamedi|piazza
FOTOGR-II-3036;iginio|tonidandel|abiti|studio|ricordo|fotografico|sfondo|neutro|civili|fotografia
FOTOGR-II-3037;angolo|nella|05/02/1948|francesco|sullo|elisabetta|brùst|clementel|domenico|proprietario|fotografia|morto|alberi|quindi|missionari|finestre|26/11/1868|tavoli|comboniani|fotografia|prozio|banal|questa|sfondo|pic-nic|nicolino|eucherio|alcuni|alcune|dell'edificio|compare|tonidandel|panchine
FOTOGR-II-3038;tonidandel|grembiule|finestra|brùst|sinistra|della|destra|comboniano|fotografia|aperta|prozio|comboniani|dietro|banal|l'edificio|missionari|sulla|missionario|francesco|lavoro|nicolino|proprietario
FOTOGR-II-3039;gruppo|edificio|fosse|caserma|soldati|sullo|sfondo|ospedale|coperta|file|dita|insegna|militare|porta|divisa|austroungarici|finestra|possibile|molti|sigaretta|disposti|tengono|dagli|infissi
FOTOGR-II-304;alcune|greto|torrente|sfondo|sconosciuta|sinistra|nerina|1905|tonidandel|sullo|ettore|montagne|piedi|tonidandel|fiume.
FOTOGR-II-3040;piano|stradale|della|nell'anno|parcheggiate|costa|piano|l'edificio|macchine|altri|primo|sotto|apertura|composto|fronte|pensione|1967|verso|bicicletta|parapetto|pensione|adulti|fotografo|ferro|strada|piani|persona|balconcino|guarda|appoggiata|bambino|costa|.
FOTOGR-II-3041;questi|paganella|frate|vegetali|dietro|sfondo|paesani|sullo|sulla|sinistra|preparati|francescano|rossi|abbellia|venivano|religioso|motivi|della|festoni|primo|secondo|piano|curato|luigi|arco|centro|destra|madre|ornamentali|onore|padre|mazzo|fiori|parte|parenti
FOTOGR-II-3043;film|accanto|alcuni|sinistra|fotografie|tavolino|figli|teresina|dietro|rolando|gavaert|tonidandel|express|appesi|cembran|gestiva|isochrom|parete|pubblicità|dolomiti|zambana-fai|pellicole|tonidandel|della|funivia|destra|torino|negozio|pellicola|manifesti|dell'albergo|scorcio|pubblicitari|brenta|sulla|centro|all'arrivo|produttrice
FOTOGR-II-3044;claudio|animali|caccia|nonni|divertimento|paganella|stanare|guardia|2018|forestale|bambini|benedetto|gioco|cuccia|gasperi|fero|lepri|campi|davanti|diventano|all'abitazione|tenerissima|ottimo|sulla|della|lavori|domestici|tonidandel.i|sinistra|attuale
FOTOGR-II-3045;sconosciuto|figlio|alberi|roberto|pistor|sullo|ermete|alfcuni|guido|pistor|clementel|braccio|dietro|staccionata|sfondo|sinistra|clementel.
FOTOGR-II-3046;sfondo|svizzera|accovacciata|s.l.m|rana|rana|sullo|persona|tonidandel|sconosciuta|sconosciuta|sinistra|brienzer|nerina|rothorn|amedeo|monte
FOTOGR-II-3047;mottes|quelle|paganella|abete|mezzolombardo|udine|collega|valle|mezzolombardo|sulla|catena|della|martino|nord-ovest|sconosciuto|pendici|dell'altopiano|gaperi|rizzoli|tratto|guardiaboschi|cavalleggeri|verso|sinistra|paganella|sullo|sfondo|dietro|mendola|franco
FOTOGR-II-3048;vivari|congedo|dietro|sfilata|eugenio|durante|riflessione|bandiera|monte|bruno|pendici|sconosciuto|davanti|sinistra|sullo|jack|sulla|della|riconoscono|segheta|mottes|destra|camillo|persone|tonidandel|vivari|sfondo|angelo|commemorazione|oromin|gruppo|alpini|alcune|momento|sosta|prima|paganella|faussior|occhiali
FOTOGR-II-3049;ringhiera|miravalle|tronchi|sfondo|lascia|fiumi|piedi|trova|terra|1955|destra|dell'adige|zambana-fai|pendici|adige|paganella|muletto|della|arrivo|carrucola|fronte|attiva|confluenza|struttura|l'albergo|piano|parte|accostato|sinstra|metallica|verso|forse|sulla|funivia|primo|puntello|valle|stazione|scoperto|sullo|bambino|terrazza
FOTOGR-II-3050;parapetto|legnaia|steso|balcone|teresa|benedetto|tonidandel|lungo|balcone|corre|tonidandel|sotto|bucato
FOTOGR-II-3051;della|costruzione|cassiani|seduti|luisa|teresa|tonidandel|paganella|delia|maria|poste|gennaro|moglie|mottes|braccio|sfondo|mnistro|cassiani|sullo|padre|rana|magazzino|arrivò|all'epoca|pomeriggio|telecomunicazioni|figlia|tonidandel|vacanza|grazie|rana|nipote|tavola|sinistra|tezzele|mario|all'amicizia|senator|delle|intorno|tessàdra,
FOTOGR-II-3052;nella|sigaretta|studio|bersagliere|destra|fotografico
FOTOGR-II-3053;aurelio|esistente|pietra|tuttora|all'abitazione|tonidandel|scala|gino|tonidandel|davanti|carmen|sinistra|2018|mottes|nerina|benedetto
FOTOGR-II-3054;ambientazione|cortalta|tonidandel|sulla|nerina|rana|faussior|sfondo|prato|dottor|destra|simoni|monte|sullo
FOTOGR-II-3055;ambientazione|tonidandel|rana|sinistra|roccia|amedeo|sconosciuto|sopra|accovacciato|seduto|paganella|bastone|ragazzo|mano|mostra|cielo|l'altra|sulla
FOTOGR-II-3056;sfondo|rana|guglielmo|1899|sullo|mimmo|appoggiato|scala|erano|destra|benedetto|legna|ringhiera|guglielmo|della|mimmo|figli|1933|tonidandel|renzo|tonidandel|sotto|marco|dietro|famiglia|staccionata|sinistra
FOTOGR-II-3057;martino|sfondo|tonidandel|1928|sinistra|nerina|fratello|marito|fero|sullo|genitori|gasperi|tonidandel|benedetto|rana|moglie
FOTOGR-II-3059;colonia|edificio|margaret|all'albergo|seduto|sfondo|primo|sinistra|santellina|pendici|piano|mottes|della|wilma|destra|sullo|fronte|sulla|enpas|dionisio|paganella|dietro
FOTOGR-II-3707;saro|zanin|sonador|carro|giuseppe|quirino|cavedago|1909|comunale|mario|1907|bellavista|luigi|tot|viola|1910|fisarmonica|rosso|della|enrico|dalsass|sconosciuto|zinio|pietro|coscritti|molinar|sinistra|l'impiegato|giulio|manzin|piedi|erminio|onorato|suonatore|classe
FOTOGR-II-3708;nella|piazza|angelo|molinàr|viola|ritrae|1887-1951|carro|spormaggiore|cavedago
FOTOGR-II-3709;molinar|1910-1993|egidio|sergio|maria|degli|guardia|1878-1963|sindaco|mona|maestra|spormaggiore|alcune|chini|betta|1950|autorità|priori|cavedago|località|viola|forestale|daldoss|alberi|nadal|slosser|lorandini|cazzoli|festa|quirino|viola|sinistra|prati|albino|della|bruno|maestro|natale
FOTOGR-II-3710;molinàr|amici|altri|1904-1990|alcuni|endrizzi|viola|sinistra|giulio|quirino|tonaza|sconosciuto|cavedago|sconosciuti|ritrae|1910-1993)
FOTOGR-II-3711;taglio|segone|località|alberi|sconosciuta.-
FOTOGR-II-3712;cavedago|natalia|posta|questione|moglie|fotografia|dicitura|passepartout|maria|prima|foikar|mafalda|angelo|mezzolombardo|stazione|molinàr|1886-1968|1887-1951|gius|1910-1993|figli|viola|basso|molinar|quirino|famiglia|porta
FOTOGR-II-3713;tessadri.don|viola|comunione|tullio|bambini|zeni|ristorante|dietro|sinistra|piffer|dalsass|floris|cavedago|armando|renato|slosser|franco|slosser|viola|chiesa|agnese|maestra|lidia|clamer|gruppo|maria|scale|endrizzi|della|prima|giulia|endrizzi|sulle|zeni|comunione|ritratti|croz|giorno|flavio|daniela|molinàr|tonaza|bruna|parroco|cavedago|parrocchiale
FOTOGR-II-3714;sistemati|stato|destra|della|endrizzi|quarta|sinistra|individuata|angelo|femmine|1910-1993|baffi|cavedago|potrebbe|centro|titolare|belo|.scolari|gabriele|gabriele|fotografia|individuato|osti|maschi|esserci|zeni|maestro|quirino|stata|terza|paese|clamer|secondo|ersilia|erari|divisi|molinàr|scolari|viola
FOTOGR-II-3715;ferrovia|l'uomo|militare|viola|rocchetta|mezzolombardo|1910-1993|divisa|trattarsi|trainata|slitta|molinàr|titolare|militare|potrebbe|presso|fondo|paesaggio|della|trento-malè|destra|uomini|durante|strada|servizio|divisa|cavalli|quirino|fotografia|innevato.
FOTOGR-II-3716;fotografia|trento-malè|trattarsi|presso|mezzolombardo|fondo|trainata|militare|divisa|innevato|l'uomo|cavalli|divisa|militare|quirino|strada|servizio|uomini|titolare|paesaggio|molinàr|viola|potrebbe|destra|durante|slitta|1910-1993|ferrovia|della|rocchetta
FOTOGR-II-3717;daldoss|potrebbe|l'uomo|cavedago|nell'edificio|scattata|irene|gruppo|uomini|cavedago|matrimonio|baffi|sindaco|fascia|essere|stata|augusto|fotografia|piedi|viola|situato|festa|centro|comunale
FOTOGR-II-3718;abiti|gigiota|gabriella|tanel|abele.prima|cavedago|sergio|carla|luigia|messa|sinistra|centro|molinar|endrizzi|lenòt|enrico|madre|sergio|giuseppe|sindaco|luigi|maestro|destra|quirino|talari|accovacciato|cornelio|gruppo|1920-2007|davanti|viola|fratello|cavosi|figlie|viola.
FOTOGR-II-3719;seconda|baffi|vestita|persone|festa|piedi|daldoss|nero|marzo|viola|sinistra|coppia|maria|l'uomo|irene|piedi|magon|).1|vittorio|centro|situati|essere|gruppo|moglie|sposi|1924|augusto|cavedago|matrimonio|donna|dalsass
FOTOGR-II-3720;franchi|fort|figli|20.06.1874-13.04.1942|marianna|fortunato|edoardo|famiglia|cavedago|dalsass|sopra|giulia|moglie|palma|liberio|clamer|riportata|figura|17.04.1876-11.01.1958|sinistra|seduti|centro|09.08.1843-19.03.1919|16.04.1867-04.11.1901|coniugi|dicitura|fotografia|della|giovanni
FOTOGR-II-3721;ricordo|altri|andalo|piedi|cavedago|1917|coscritti|scritta|flora|pannello|andalo|terzo|costante|daldoss|sinistra|silvio|cavedago|.classe|giuseppe|secondo|tutti|classe|endrizzi
FOTOGR-II-3722;(|sonador|subla|maestrin|clamer|osti|podestà|giuseppe|piedi|tonèla|carlo|sinistra|firbo|albino|impiegato|cop|màgola|sconosciuto.classe|donato|1908|cavedago|classe|sbianco|osti|ernesto|suonatore|comunale|batista|alfredo|daldoss|emanuele|viola|seduti|fisarmonica|coscritti|elvio
FOTOGR-II-3723;paci|famiglia|frazione|malga|spora|seguire|vecchia|tòmas|fotografati|quindi|soggetti|seduto|clamer|clamer|parente|osti|prima|cavedago|sconosciuto|donne|sinistra|podestà|caterina|1887-1877|cavedago|davanti|emanuele|della|l'uomo
FOTOGR-II-3724;bellavista|daldoss|viola|donna|passaggio|statale|davanti|dietro|teresina|guida|macchina|tommaso|tonèla|frazione|sopra|ernesto|marito|nesto|stata|fotografia|andalo.teresina|chiesa|teresa|scattata|turista|percorrevano|cavedago|cavedago|sotto|località|passanti|mentre
FOTOGR-II-3725;d'etiopia|altri|enrico|daldoss|reggimento|cavedago|nella|compagni|gruppo|guerra|tonela|
FOTOGR-II-3726;primo|ernesto|destra|donna|daldoss|irene|enrico|bambina|giacomo|giacomo|baffi|ernesto|nella|daldoss|osti|piccola|potrebbe|frazione|figli|l'uomo|cravatta|baffi|quarto|clamer|gruppo|cavedago|mentre|irene|sorride|caterina|tonela|foto|uomini|centro|marito|essere
FOTOGR-II-3727;durante|porta|destra|indicato|dalla|guerra|scritta|reggimento|enrico|d'entrata|soldato|tonèla|fronte|cavedago|sopra|scattata|caserma|etiopia|fotografia|daldoss|italiana|compagno|probabilmente|stata
FOTOGR-II-3728;montagna|fotografati|d'etiopia|enrico|prima|daldoss|guerra|quale|esserci|cavedago|della|soldati|ritiro|tonèla|verso|crinale|daldoss|trattarsi|'30|potrebbe|degli|partenza|partecipò
FOTOGR-II-3729;degli|della|fotografia|cavedago|trattarsi|uomini|enrico|tonèla|'30|guerra|prima|quale|partire|essere|ritiro|daldoss|verso|d'etiopia|partecipò|potrebbe
